,links,noticia,titulos,estacoes,categorias
22,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/05/22/tse-partidos-devem-distribuir-recursos-para-candidaturas-femininas.htm," Por unanimidade, o Tribunal Superior Eleitoral (TSE) decidiu hoje (22) que os recursos do Fundo Partidário destinado aos partidos políticos devem ser distribuídos igualitariamente entre candidaturas de homens e mulheres, ficando pelo menos 30% para o financiamento de campanhas de mulheres. Pela decisão, o tempo de propaganda eleitoral no rádio e TV também deverá ter a mesma divisão.<p> A questão foi decidida por meio de uma consulta levada ao TSE pelas senadoras Gleisi Hoffmann (PT-PR), Vanessa Graziotin (PCdoB-AM) e outras parlamentares. Após a decisão do Supremo Tribunal Federal (STF) que, em março, julgou inconstitucional a limitação ao financiamento de candidaturas femininas na política, as parlamentares pediram ao TSE que o entendimento fosse aplicado na Justiça Eleitoral.<p> Ao votar sobre a questão, a relatora do caso, ministra Rosa Weber, disse que a Justiça Eleitoral sempre estimulou ações afirmativas para aumentar a participação das mulheres na política. Além de defender a igualdade na distribuição de recursos, Rosa citou dados que mostram que o Brasil tem cerca de 10% de representação feminina na Câmara dos Deputados e 14% no Senado, números inferiores em relação a parlamentos de países que restringem a participação da mulher na sociedade, como Afeganistão, Iraque, Paquistão, Arábia Saudita e Nigéria.<p> ""Em virtude do princípio [constitucional] da igualdade, não pode o partido político criar distinções na distribuição desses recursos, exclusivamente baseado no gênero. Assim, não há como deixar de reconhecer, como sendo a única intepretação constitucional admissível aquela que determina aos partidos políticos a distribuição dos recursos públicos destinados à campanha eleitoral na exata proporção das candidaturas de ambos os sexos"", afirmou a ministra.<p> Em março, o STF considerou inconstitucional a regra da Lei 13.165/2015, conhecida como minirreforma eleitoral, que limitou a transferência de recursos do Fundo Partidário para financiar as campanhas de mulheres filiadas. "," ""Não passamos a mão na cabeça de ninguém"", diz Alckmin sobre Azeredo ","{pr, am}","{pt, pcdob}"
23,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/05/22/programa-do-mdb-condiciona-parte-de-politicas-sociais-a-reformas-economicas.htm,"Mateus Bonomi/Agif/Estadão Conteúdo<p>Evento do MDB lançou o ""Encontro com o Futuro"" e a pré-candidatura do ex-ministro da Fazenda<p> O novo programa de governo do MDB ""Encontro com o Futuro"" <p> O ""Encontro"" tem 41 páginas de texto com análise de cenários políticos e socioeconômicos. Com a formulação comandada pelo ministro Moreira Franco (Minas e Energia), o ""Encontro"" ainda será aperfeiçoado ao longo dos meses com sugestões dos diretórios regionais.<p> Nesta terça-feira, Michel Temer oficializou Henrique Meirelles como candidato do MDB à Presidência nas eleições de outubro deste ano. Meirelles foi ministro da Fazenda de Temer e lançou sua pré-candidatura no início de abril.<p> O documento é considerado uma continuação do ""Ponte para o Futuro"", lançado pelo MDB no final de 2015, quando houve o início do estremecimento das relações do partido com a ex-presidente Dilma Rousseff, do PT. Meses depois, ela sofreria impeachment e Michel Temer, então vice, assumiria seu lugar.<p> ""As políticas sociais de educação, saúde e combate à pobreza, bem como os serviços de segurança pública, precisam continuar a ser reformadas. Mas é inegável que será necessário, em alguns casos, também um aumento dos gastos. O espaço fiscal para este fim terá que vir da Reforma da Previdência, da Reforma do Serviço Público e da diminuição das despesas com políticas de apoio ao setor produtivo, por meio de subsídios ao crédito e de isenções e desonerações fiscais"", diz trecho do documento.<p> ""A criação deste espaço fiscal que visa não apenas deter o crescimento da dívida pública, mas também financiar as diversas políticas sociais, constituirá uma grande transferência de renda em favor da imensa maioria da população"", consta no ""Encontro"", em seguida.<p> As 15 primeiras páginas do ""Encontro com o Futuro"" são dedicadas a fazer um balanço do governo Michel Temer, criticando a gestão de Dilma Rousseff e apresentando dados econômicos. Segundo o MDB, desde 2011, índices econômicos vinham decaindo e, em 2015, o Brasil enfrentava a pior crise da história.<p> Com o impeachment de Dilma e a chegada de Temer ao poder, afirma, se instalou um governo com o objetivo de recuperar a economia, gerar empregos e elevar a renda do brasileiro. ""Mobilizou, exclusivamente para esta finalidade, todos os seus recursos públicos, comprometendo-se integralmente com um projeto de Estado, e não com um projeto de poder"", diz.<p> De acordo com o documento, como a crise foi profunda, é preciso que o próximo governo dê continuidade às ideias e aos propósitos defendidos por Temer sob o risco do retorno da recessão, inflação e desemprego. O ""Encontro"" leva em consideração que quase todos as metas de Temer foram cumpridas, portanto, atualmente, se está ""no meio do caminho das reformas"".<p> Ao mesmo tempo, fala que a cultura e a política do país resistem às mudanças necessárias de uma democracia moderna e, por isso, o governo é incompreendido. Sem citar nomes específicos, o MDB então lamenta os baixos índices de popularidade de Temer e diz que ""o governo que provocou a crise, com seus erros, foi durante quase todo o tempo aprovado pela maioria da população"", em referência a Dilma Rousseff.<p> Além das críticas ao governo Dilma, o ""Encontro"" justifica que nem todas as reformas propostas foram aprovadas porque colocaram pressão no sistema político e no sistema judicial de combate à corrupção junto a ""grandes empresas privadas, partidos e personalidades políticas"".<p> O documento não se estende no combate à corrupção, mas diz que este não exclui as reformas. Pelo contrário, diz que apenas na democracia é possível ""crescer com justiça e investigar e punir a corrupção"".<p> Na economia, o ""Encontro"" afirma que, seguindo a atual política econômica, o Brasil poderá crescer 3% em 2018 e em 2019.<p> Entre as diretrizes, defende simplificação tributária, menos burocracia, prosseguimento de leilões de concessões ou de partilha na exploração do petróleo, continuidade às concessões do setor elétrico, modernização de marcos regulatórios, aceleração de acordos comerciais com países e blocos econômicos, aprovação da reforma da Previdência, reforma do Serviço Público, queda da dívida pública proporcionalmente ao PIB (Produto Interno Bruto), continuidade do teto de gastos públicos e maiores investimentos da iniciática privada. <p> De acordo com o ""Encontro"", as reformas e o ajuste fiscal têm como finalidade o crescimento sustentável, segurança socioeconômica e não significam um Estado mais fraco.<p> ""Um Estado sem excessos e mais equilibrado não significa um Estado mais fraco. A esse respeito nosso país vive um momento de transição, em que, muitas vezes, os papéis institucionais não estão inteiramente bem demarcados, o que tira potência do Poder Executivo. É para ele que se dirigem quase todas as demandas sociais. É ele que está permanentemente sob o escrutínio popular"", diz o documento.<p> O MDB admite que o Brasil construiu, ""ao longo de sucessivos governos"", um sistema de proteção social importante e que, na ausência dos programas com base na transferência de renda, a pobreza e miséria seriam maiores. Pondera, porém, que precisam ser melhores administrados e mais focalizados nos mais pobres.<p> Uma maneira, sugere, é por meio de um cadastro único estímulo e da qualificação das pessoas para o mercado de trabalho. A falta de resultados na educação não está na falta de recursos, defende, mas na aplicação ruim dos recursos. Como prioridade, elege os ensinos fundamental e médio, maior presença da União no ensino básico e incentivo aos professores.<p> O MDB defende a continuidade do SUS (Sistema Único de Saúde), mas aponta deficiências. Para contornar a situação, o ""Encontro"" propõe o aumento dos gastos públicos com o setor em todas as esferas federativas, especialmente da União. Outro ponto defendido é a informatização e a integração do sistema.<p> O documento afirma que os níveis de criminalidade no Brasil são excepcionalmente maiores do que países equivalentes e, apesar de esforço concentrados em determinadas áreas, os índices não param de crescer. Como alternativa, cita a criação do Ministério Extraordinário da Segurança Pública e maior protagonismo da União no setor, com a criação do Susp (Sistema Único de Segurança Pública e de Defesa Social) para integrar órgãos e planejar ações coordenadas.<p> O novo programa de governo dá prioridade à região Nordeste devido à disparidade entre população e renda nacional, chamando-a de ""questão nordestina"". O MDB defende que as políticas públicas na região sejam voltadas a potenciais não explorados ou mal explorados, como energia limpa, turismo, agricultura irrigada de alta densidade e infraestrutura para o escoamento de produtos.",UOL Notícias,{},"{mdb, pt}"
24,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000914802&t=janaina-paschoal-diz-que-nao-recebeu-convite-para-ser-vice,"
<p>A advogada Janaína Paschoal afirmou por meio das redes sociais nesta terça-feira, 22, que não foi convidada para concorrer ao cargo de vice-presidente da República por nenhum partido nas eleições de outubro de 2018. A jurista ressaltou que a declaração foi um esclarecimento diante da quantidade de mensagens que vinha recebendo sobre o assunto e reforçou que não sabe como o boato surgiu.<p>Janaína decidiu fazer a declaração por meio do Twitter e publicou: “Não me manifestei antes sobre esse alegado convite, porque temia parecer pedante”. Tendo até agosto para decidir tornar-se candidata, ela diz ser pouco provável concorrer a algum cargo político. Janaína anunciou ainda sua desfiliação do Partido Social Liberal (PSL) caso não participe das eleições com o objetivo de “manter o distanciamento de sempre e poder, dentro de minhas limitações, ajudar nosso país.”<p>Na publicação, os internautas se manifestaram demonstrando apoio à ideia da candidatura da advogada a cargos políticos.<p>A jurista foi uma das autoras do pedido de impeachment da presidente Dilma Rousseff, junto com Miguel Reale Júnior e Hélio Bicudo, e participou ativamente na tramitação do processo na Câmara dos Deputados e no Senado em 2016.<p>1) Olá, Amados! Haja vista a quantidade de telefonemas, mensagens e e-mails que venho recebendo, gostaria de esclarecer que NÃO recebi nenhum convite recente para ser candidata à vice-presidência da República. Não sei dizer de onde teria partido esse boato.<p>
<p>2) Não me manifestei antes sobre esse alegado convite, porque temia parecer pedante. No entanto, uma vez que o tal boato cresceu, entendi ser necessário fazer esse esclarecimento. Sigo filiada, mas sem nenhuma definição quanto a concorrer a algum cargo político.<p>
<p>3) O mais provável é que não concorra a nenhum cargo; porém, tenho até agosto para definir isso. Se decidir não concorrer, eu me desfiliarei, até para manter o distanciamento de sempre e poder, dentro de minhas limitações, ajudar nosso país.<p>
"," Com Azeredo foragido, Alckmin diz que Justiça deve ser cumprida ",{},{psl}
25,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/05/22/mp-e-judiciario-querem-governar-no-lugar-de-todo-mundo-diz-ciro-gomes.htm,"Carine Wallauer/UOL<p>Ciro Gomes durante sabatina no UOL<p> O pré-candidato do PDT à Presidência da República, Ciro Gomes, criticou nesta terça-feira (22) o que chamou de ""invasão absolutamente intolerável"" de atribuições democráticas por parte do Ministério Público e do Poder Judiciário, que, para ele, querem governar no lugar do Executivo.<p> A fala do presidenciável ocorreu durante a 21ª Marcha a Brasília em defesa dos municípios, mais conhecida como a ""marcha dos prefeitos"". O evento é realizado pela CNM (Confederação Nacional dos Municípios) e reúne centenas de chefes do Executivo e secretários municipais.<p> ""Hoje o Congresso Nacional é desmoralizado, o Poder federal desmoralizado, a autoridade política é desmoralizada, há uma invasão absolutamente intolerável, que tem de ser posto fim a ela, de atribuições democráticas por Poderes que não são votados"", declarou Gomes.<p> ""O Ministério Público quer governar no lugar de todo mundo. O Judiciário quer governar no lugar de todo mundo"", completou o pré-candidato, sendo bastante aplaudido pelos participantes do evento.<p> Ele não explicou, no entanto, de que forma atuaria como presidente, se for eleito, para impedir que isso aconteça. Também não citou nominalmente procuradores ou juízes.<p> Ciro foi o segundo presidenciável a falar na marcha, sucedendo o senador Alvaro Dias (Podemos-PR). Ainda nesta terça, falam as pré-candidatas Marina Silva (Rede) e Manuela D'Ávila (PCdoB).<p> Antes do discurso de Ciro, o senador Alvaro Dias, ferrenho defensor da Operação Lava Jato, declarou à plateia que ""temos que assumir a condição de agente público e pedir perdão ao Brasil pelo estágio de subdesenvolvimento em que nós nos encontramos"".<p> ""Esse sistema é corrupto, fracassou, tem que ser substituído. O Brasil hoje não está dividido entre esquerda e direita, está dividido entre os honestos e os ladrões da República, que assaltaram o país [...] Nós podemos mudar esse país"", discursou, em tom exaltado.<p> Ao dizer que o país está ""desarrumado"", Dias convocou os prefeitos a ""reviver a fé perdida nas estradas da decepção"". ""Vamos caminhar por esses caminhos difíceis na direção no nosso futuro"", declarou.<p> Nesta quarta-feira (23), outros quatro presidenciáveis participarão do evento: Jair Bolsonaro (PSL), Afif Domingos (PSD), Geraldo Alckmin (PSDB) e Henrique Meirelles (MDB). Além das falas, haverá a leitura de uma carta do ex-presidente Luiz Inácio Lula da Silva, pré-candidato do PT que está preso desde o dia 7 de abril.",do UOL,"{pr, df}","{psdb, pt, psl, mdb, pode, pdt, psd, pcdob, rede}"
26,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/05/22/alvaro-dias-diz-que-brasil-esta-dividido-entre-honestos-e-ladroes.htm,0," ""Não vou sair do partido e ninguém me tira"", afirma Eunício ",{},{}
27,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/bbc/2018/05/22/lula-esta-colhendo-o-que-plantou-diz-presidenciavel-do-pstu.htm,"BBC BRASIL<p>Vera Lúcia à frente de desenho na parede que mostra Leon Trotsky e o logo da 4ª Internacional<p> O que acontecerá se a ex-operária e sindicalista Vera Lúcia Salgado, 50, tomar posse como presidente da República no dia 1º de janeiro de 2019, eleita pelo Partido Socialista dos Trabalhadores Unificado (PSTU)? No dia 02 de janeiro, diz ela, todas as medidas de Michel Temer serão revogadas, as empreiteiras envolvidas na Lava Jato serão estatizadas.<p> ""E depois disso, dizer aos trabalhadores que se organizem nos conselhos populares, porque eles precisam tomar o rumo do país. Porque não dá para governar com o Congresso eleito dentro dos marcos que ele é eleito hoje"", diz ela. No momento, porém, as chances da sindicalista nordestina chegar à Presidência são remotas, de acordo com as últimas pesquisas eleitorais.<p> Nascida em uma família pobre do sertão pernambucano e crescida em Aracaju (SE), Vera Lúcia Salgado, 50, representa uma renovação no PSTU: desde 1998, o partido é representado na disputa presidencial por José Maria de Almeida, o Zé Maria. Ao longo da vida, Vera Lúcia trabalhou como garçonete, faxineira e até datilógrafa. A militância política surgiu no fim dos anos 1980 e começo dos anos 1990, quando ela já trabalhava como costureira na indústria calçadista da capital sergipana - ela participou da fundação e dirigiu o sindicato de sua categoria no Estado.<p> ",Estadão Conteúdo - Política,{se},{pstu}
28,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/05/22/uol-folha-e-sbt-entrevistam-geraldo-alckmin.htm,"Fábio Vieira/Fotorua/Estadão Conteúdo<p>Geraldo Alckmin, pré-candidato pelo PSDB à Presidência<p> O <p> Alckmin será o terceiro pré-candidato sabatinado da série. <p> Se a candidatura de Alckmin for confirmada, será a segunda vez que o político disputará a Presidência da República. Na tentativa de chegar ao Palácio do Planalto em 2006, ele foi derrotado no segundo turno pelo candidato à reeleição Luiz Inácio Lula da Silva. O tucano obteve 39,17% dos votos válidos, o que representa cerca de 37,5 milhões de eleitores.<p> Alckmin começou a carreira política no então PMDB, aos 19 anos, como vereador de Pindamonhangaba (SP) em 1972. Na sequência, elegeu-se prefeito da cidade pelo hoje MDB. Depois, tornou-se deputado estadual e federal por São Paulo. <p> Em 1988, Alckmin foi um dos fundadores do PSDB. Elegeu-se vice-governador na chapa de Mário Covas em 1994. Em 2001, assumiu o governo de São Paulo após a morte de Covas e se reelegeu em 2002.<p> Em 2010, elegeu-se novamente para o governo de São Paulo e foi reeleito em 2014. Em dezembro de 2017, tornou-se presidente nacional do PSDB e anunciou sua pré-candidatura ao Palácio do Planalto.<p> Na sabatina, Alckmin será entrevistado pelos jornalistas Diogo Pinheiro, chefe de reportagem do <p> Nesta quinta-feira (24), acontece a sabatina com o pré-candidata <p> Esta é a terceira eleição consecutiva em que o <p> As regras de participação nas sabatinas e debates foram definidas em reunião na sede do SBT no dia 22 de março, com representantes de 18 dos 35 partidos registrados no TSE (Tribunal Superior Eleitoral).<p> Foram convidados os seis candidatos à Presidência mais bem colocados na pesquisa Datafolha divulgada em 16 de abril. <p> Depois dos presidenciáveis, <p> O debate de primeiro turno entre os políticos que disputarão a eleição está previsto para o dia 26 de setembro. Em um eventual segundo turno, o debate será realizado no dia 17 de outubro. Os dois eventos terão duração de uma hora e vinte e cinco minutos (das 18h20 às 19h45) e serão realizados no estúdio do SBT.<p> A transmissão ao vivo será feita em TV aberta, nos sites do ", TSE garante ao menos R$ 510 milhões para campanha eleitoral de mulheres ,{sp},"{mdb, psdb}"
29,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000914730&t=invadiu-e-chumbo-afirma-bolsonaro-sobre-movimentos-por-moradia,"
<p>Em palestra na Associação Comercial do Rio nesta segunda-feira, 21, o deputado Jair Bolsonaro, pré-candidato do PSL à Presidência, foi aplaudido por cerca de 300 empresários quando incentivou atos violentos contra integrantes do Movimento dos Trabalhadores Rurais Sem Terra (MST) e do Movimento dos Trabalhadores Sem Teto (MTST).<p>Bolsonaro disse que esses movimentos são compostos por ""marginais que devem ser tratados como terroristas"". ""A propriedade privada é sagrada. Temos que tipificar como terroristas as ações desses marginais. Invadiu? É chumbo!"". Ele defendeu ainda o uso de ""lança-chamas"" em ações contra esses grupos. A plateia, formada por empresários que pagaram de R$ 180 a R$ 220 para participar do almoço, deu risada.<p>Ao tratar de segurança, Bolsonaro propôs o endurecimento da intervenção federal no Rio. ""A questão da violência se combate em alguns casos com mais violência ainda"", afirmou. ""Temos que acabar com a figura do 'excesso' (policial).""<p>Bolsonaro, no entanto, não se alongou ao abordar temas que a associação julga ser prioritários, como a retomada do crescimento econômico e o fomento do setor produtivo. Depois, em entrevista a jornalistas, resumiu: ""Não tenho na ponta da língua a solução para o Brasil.""<p>No evento, no qual falou por cerca de uma hora, Bolsonaro apontou por diversas vezes o economista Paulo Guedes, seu consultor, dizendo que ele poderia comentar assuntos da esfera econômica de forma mais abalizada. Empresários chegaram a sugerir que Guedes fosse ouvido em outra ocasião.<p>O presidenciável também disse que não confia na grande maioria dos partidos políticos brasileiros e que, caso eleito, irá negociar ""no varejo"" com os parlamentares, ou seja, individualmente.<p>""Queremos conversar com os parlamentares de forma individual, tirar a negociação do jugo do líder partidário"", defendeu o congressista, que participou de sabatina na rádio Jovem Pan. ""Grande parte dos partidos não vale nada"", completou Bolsonaro, que já passou por sete siglas antes de chegar ao PSL.<p>O deputado deu como exemplo a relação que tem com o senador Magno Malta (PR-ES), que é cotado como vice em sua chapa. ""Tenho namorado o Malta, por mim fecharia com ele hoje. Mas não estive com o Waldemar da Costa Neto (presidente da sigla), como noticiaram. Meu acordo será com o Magno Malta"", afirmou.<p>Em meio à chavões conhecidos de sua campanha como a de que prefere ""cadeia cheia de vagabundo que cemitério cheio de inocentes"", Bolsonaro também fez uma avaliação do cenário eleitoral neste momento.<p>Disse entender que dadas as pesquisas eleitorais, deve ir para o segundo turno com Marina Silva (Rede) ou Ciro Gomes (PDT), a depender de quem o PT ""dar uma forcinha"". ""Para mim, tanto faz"", acrescentou. Confira possíveis cenários de segundo turno <p>O deputado disse ainda não ter obsessão pelo poder e lembrou que o tempo de TV a que deve ter direito esse ano é ""metade do Enéas"", em referência ao falecido Enéas Carneiro (Prona), candidato à presidência em 1989, 1994 e 1998, que na TV tinha apenas tempo de dizer; ""Meu nome é Enéas"".<p>Questionado sobre se tem receio em assumir a Presidência ou se, dada as grandes chances de ter uma base aliada pequena em sua gestão, sofrer um processo de impeachment, Bolsonaro disse que é claro que há receio em assumir a cadeira presidencial, mas fará ""o melhor"" caso vença o pleito deste ano - e que, em caso de impedimento, tem certeza que ""não seria por corrupção"".<p>Ele ainda admitiu que votou no PT em 2002, quando ainda simpatizava com o ex-presidente Luiz Inácio Lula da Silva. ""Achei que respeitariam a lei, conversava com o (José) Genoino"", contou o parlamentar, que está no Congresso desde 1991. O voto no petista, prosseguiu, não se repetiu em 2006.<p>Apesar de contabilizar grande tempo em Brasília, o congressista também considerou ter chances de encarnar o ""novo"" nas eleições de outubro. ""No tocante ao Executivo, eu sou virgem"", disse.<p>Sobre a eleição estadual em São Paulo, Bolsonaro disse ter ""simpatia"" pela candidatura de Paulo Skaf (MDB).<p>Líder de pesquisas de intenção de voto em cenários sem o nome do ex-presidente Luiz Inácio Lula da Silva, condenado e preso na Lava Jato, Bolsonaro tem se apresentado como opção conservadora nos costumes e liberal na economia.<p>O pré-candidato, entretanto, questionou a possibilidade de privatização da Eletrobrás, afirmando que ""o Brasil não pode ser um País que está em leilão"". ""Por que a Eletrobrás chegou onde chegou? Por que temos problemas em bancos? Porque foram indicações políticas. A princípio, eu reagiria (à privatização da estatal). Teria que ver o modelo"", disse, afirmando que as privatizações ""têm que ter critério"". ""Não podemos botar tudo para o mercado. Tem que desburocratizar, facilitar a vida de quem quer investir.""<p>O candidato criticou ainda o aumento do preço dos combustíveis - ""não pode a Petrobras querer tirar o prejuízo da roubalheira no preço"" - e o governo Temer. ""O que está sendo feito hoje é governabilidade ou 'assaltabilidade'?"". Ao mencionar a reforma trabalhista, declarou que ""aos poucos, a população vai entendendo que é melhor menos direitos e emprego do que todos os direitos e desemprego"". As informações são do jornal O Estado de S. Paulo.",Portal Paraná,"{pr, df, sp, es}","{mdb, pdt, rede, psl, pt}"
30,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/05/22/doria-trava-disputa-com-marcio-franca-por-tempo-na-tv.htm,"Marcelo Chello/CJPress/Estadão Conteúdo<p>João Doria (PSDB) trava com o governador uma disputa por adesões partidárias para formar o maior tempo de TV<p> Pré-candidato ao governo paulista, o ex-prefeito de São Paulo João Doria (PSDB) trava com o governador Márcio França (PSB), candidato à reeleição, uma disputa por adesões partidárias para formar o maior tempo de TV no horário eleitoral gratuito.<p> Doria anuncia nesta terça-feira (22) em um ato político na capital o apoio do pequeno PTC (Partido Trabalhista Cristão). A coligação do tucano também conta com o PSD, que tem uma das maiores bancadas da Câmara (e é um dos maiores tempos de TV).<p> França, por sua vez, já fechou com PR, PPS, Solidariedade, Podemos, Avante, PUS, PSC, PRP e PPL. O governador paulista mantém negociação avançada com o PCdoB e PDT, que também são assediados pelo PT, que lançou Luiz Marinho na disputa.<p> O PSOL terá candidatura própria, já lançada. E o MDB, que lançou sozinho o empresário Paulo Skaf na eleição, disputa com França e Doria o apoio de duas legendas grandes, que estão negociando em bloco: PP e DEM. O DEM quer emplacar Rodrigo Garcia como vice em uma chapa competitiva. O governador paulista teria ""20 minutos"" no programa eleitoral na TV.", Cordialidade e populismo sanguinário ,"{pr, sp}","{psdb, pp, pt, dem, psb, psc, pode, pdt, ptc, pcdob, psd, ppl, pps, mdb, prp, psol, avante, sd}"
31,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/05/22/grande-parte-dos-partidos-nao-vale-nada-diz-bolsonaro.htm,"Gustavo Maia/UOL<p> O deputado Jair Bolsonaro (RJ), pré-candidato do PSL à Presidência da República, afirmou nesta terça-feira, 22, que não confia na grande maioria dos partidos políticos brasileiros e que, caso eleito, irá negociar ""no varejo"" com os parlamentares, ou seja, individualmente.<p> ""Queremos conversar com os parlamentares de forma individual, tirar a negociação do jugo do líder partidário"", defendeu o congressista, que participou de sabatina na rádio <p> Bolsonaro deu como exemplo a relação que tem com o senador Magno Malta (PR-ES), que é cotado como vice em sua chapa. ""Tenho namorado o Malta, por mim fecharia com ele hoje. Mas não estive com o Waldemar da Costa Neto (presidente da sigla), como noticiaram. Meu acordo será com o Magno Malta"", afirmou.<p> Em meio a chavões conhecidos de sua campanha como a de que prefere ""cadeia cheia de vagabundo que cemitério cheio de inocentes"", Bolsonaro também fez uma avaliação do cenário eleitoral neste momento.<p> Disse entender que dadas as pesquisas eleitorais, deve ir para o segundo turno com Marina Silva (Rede) ou Ciro Gomes (PDT), a depender de quem o PT ""dar uma forcinha"". ""Para mim, tanto faz"", acrescentou.<p> O deputado disse ainda não ter obsessão pelo poder e lembrou que o tempo de TV a que deve ter direito esse ano é ""metade do Enéas"", em referência ao falecido Enéas Carneiro (Prona), candidato à presidência em 1989, 1994 e 1998, que na TV tinha apenas tempo de dizer; ""Meu nome é Enéas"".<p> Questionado sobre se tem receio em assumir a Presidência ou se, dada as grandes chances de ter uma base aliada pequena em sua gestão, sofrer um processo de impeachment, Bolsonaro disse que é claro que há receio em assumir a cadeira presidencial, mas fará ""o melhor"" caso vença o pleito deste ano - e que, em caso de impedimento, tem certeza que ""não seria por corrupção"".<p> Ele ainda admitiu que votou no PT em 2002, quando ainda simpatizava com o ex-presidente Luiz Inácio Lula da Silva. ""Achei que respeitariam a lei, conversava com o (José) Genoino"", contou o parlamentar, que está no Congresso desde 1991. O voto no petista, prosseguiu, não se repetiu em 2006.<p> Apesar de contabilizar grande tempo em Brasília, o congressista também considerou ter chances de encarnar o ""novo"" nas eleições de outubro. ""No tocante ao Executivo, eu sou virgem"", disse.<p> Sobre a eleição estadual em São Paulo, Bolsonaro disse ter ""simpatia"" pela candidatura de Paulo Skaf (MDB).",Congresso em Foco,"{pr, df, sp, es, rj}","{mdb, pdt, rede, psl, pt}"
32,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000914716&t=bolsonaro-diz-ter-evoluido-no-posicionamento-economico,"
<p>Pré-candidato do PSL à Presidência da República, o deputado Jair Bolsonaro (RJ) afirmou nesta terça-feira, 22, que seus posicionamentos sobre a economia têm ""evoluído"" ao longo do tempo. O intuito é se aproximar do pensamento defendido pelo economista de orientação liberal Paulo Guedes, assessor da campanha de Bolsonaro, de forma a encontrar um ""meio termo"", como no tocante às privatizações.<p>""Tenho consciência que temos que nos aproximar das ideias do Guedes. Não 100%, mas quem sabe 95%"", afirmou Bolsonaro, em sabatina promovida pela rádio <p>O atual deputado foi questionado sobre se as ideias econômicas defendidas nessa corrida presidencial não contrastam com o histórico parlamentar do pré-candidato, com a defesa de visões setoriais, principalmente relacionadas às Forças Armadas, e estatizantes. O parlamentar fluminense retrucou ao pontuar sua evolução em alguns posicionamentos como, por exemplo, a atuação em relação à área de petróleo e gás. Em 2016, na votação que retirou a obrigatoriedade da Petrobras para operar os campos do Pré-Sal, Bolsonaro votou a favor.<p>O pré-candidato foi instado a falar sobre qual seria o plano econômico ideal. Bolsonaro disse concordar com um plano de privatização, mas ressaltou que determinadas coisas são ""estratégicas"".<p>""Não podemos jogar para cima tudo que temos"", disse, sem citar quais áreas ou empresas continuariam sob o guarda-chuva estatal, mas destacou: mesmo que tudo fosse privatizado, como chegou a defender Guedes, o montante seria suficiente para abater apenas 20% da dívida pública.<p>O deputado reiterou o que disse na segunda-feira, 21, no Rio de Janeiro, quando defendeu uma lei trabalhista a ""beira da informalidade"" como forma de conter o desemprego no país. ""Melhor menos direitos e mais emprego"", disse, na véspera, em palestra na Associação Comercial do Rio de Janeiro (ACRJ).<p>Para o pré-candidato à Presidência do PSL, a questão da seguridade social e da reforma da Previdência tem que ser feita por partes, para precisa combater privilégios. ""Precisamos acabar com a fábrica de marajás"", defendeu, ao citar como exemplo a experiência na Câmara Municipal do Rio de Janeiro, como foi vereador.<p>Na entrevista, Bolsonaro destacou a possibilidade de rever pensões concedidas às famílias de militares (viúvas e filhas), mas não explicitou o que poderia fazer nesse sentido, no entanto admitiu: ""quem está recebendo não tem como retirar"".<p>Outro assunto pouco detalhado pelo deputado foi o salário mínimo. ""É pouco para quem recebe e muito para quem paga"", resumiu. O parlamentar citou os aposentados e prefeitos contra o aumento que o procuraram em Brasília sob argumento do valor compilar o orçamento nos municípios.<p>""Como resolver isso aí? Pelo amor de Deus, me ajude a resolver isso"", brincou com os apresentadores, quando questionado sobre o que faria sobre o assunto."," Com câmera e vigilante, fãs do PR gastam R$ 8.000 por outdoor pró-Bolsonaro ","{df, rj}",{psl}
